libelle;code;url;description;comprend;ne_comprend_pas
Articles de bijouterie et montres (D);13.2.1;https://www.insee.fr/fr/metadonnees/coicop2018/classe/13.2.1;;pierres et métaux précieux et bijoux façonnés avec ces pierres et métaux bijoux de fantaisie, boutons de manchette et épingles à cravate montres et chronomètres réparation, remodelage et location de bijoux et de montres;horloges murales, horloges de sol, réveils et horloges de voyage ( 05.1.1.4 ornements (05.1.1.4, 05.4.0.1) horloges radio ( 08.1.4.0 montres intelligentes ( 08.1.9.1 pierres et métaux précieux et bijoux façonnés à partir de ces pierres et métaux, acquis principalement en tant que réserves de valeur (formation de capital)
Articles de bijouterie et montres (D);13.2.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.2.1.1;;pierres et métaux précieux et bijoux façonnés avec ces pierres et métaux bijoux de fantaisie, boutons de manchette et épingles à cravate montres et chronomètres;horloges murales, horloges de sol, réveils et horloges de voyage ( 05.1.1.4 ornements (05.1.1.4, 05.4.0.1) horloges radio ( 08.1.4.0 montres intelligentes ( 08.1.9.1 pierres et métaux précieux et bijoux façonnés à partir de ces pierres et métaux, acquis principalement en tant que réserves de valeur (formation de capital)
Réparation et location de bijoux, horloges et montres (S);13.2.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.2.1.2;Le coût des matériaux n'est inclus que si les matériaux ne sont pas facturés séparément.;réparation de bijoux, d'horloges et de montres remodelage de bijoux location de bijoux, d'horloges et de montres;réparation d'horloges domestiques sur pied et similaires ( 05.1.2.0
Articles religieux et articles pour célébrations religieuses et rituelles (SD);13.2.2;https://www.insee.fr/fr/metadonnees/coicop2018/classe/13.2.2;;articles religieux et rituels, tels que crucifix et chapelets, figurines, images, bougies votives, amulettes, bandes de papier avec des prières, chandeliers menorah, couronnes de l'Avent et autres articles destinés à être utilisés dans le cadre de célébrations et de rituels religieux;arbres de Noël, décorations de fêtes (Noël, Pâques, Hanoukka, Aïd, Diwali et autres) ( 09.2.1.3 livres religieux ( 09.7.1.9 articles funéraires ( 13.2.9.1
Articles religieux et articles pour célébrations religieuses et rituelles (SD);13.2.2.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.2.2.0;;articles religieux et rituels, tels que crucifix et chapelets, figurines, images, bougies votives, amulettes, bandes de papier avec des prières, chandeliers menorah, couronnes de l'Avent et autres articles destinés à être utilisés dans le cadre de célébrations et de rituels religieux;arbres de Noël, décorations de fêtes (Noël, Pâques, Hanoukka, Aïd, Diwali et autres) ( 09.2.1.3 livres religieux ( 09.7.1.9 articles funéraires ( 13.2.9.1
Autres effets personnels n.c.a. (SD);13.2.9;https://www.insee.fr/fr/metadonnees/coicop2018/classe/13.2.9;;"articles de voyage et autres supports d'effets personnels : valises, malles, sacs de voyage, attachés-cases, cartables, sacs à main, portefeuilles, porte-monnaie, sac-à-dos pour l’école et le voyage, etc. articles pour bébés : couches (langes) en toutes matières, landaus, poussettes, nacelles, fauteuils inclinables, porte-bébés dorsaux, porte-bébés frontaux, harnais pour bébés, etc. articles pour fumeurs : pipes, briquets, étuis à cigarettes, coupe-cigares, cendriers, dispositifs pour cigarettes électroniques, etc. articles personnels divers : lunettes sans correction, lunettes de soleil, lunettes de protection, parapluies et parasols, éventails, porte-clés, piluliers, bouchons d'oreilles, etc. articles funéraires : cercueils, pierres tombales, urnes, linceuls funéraires, etc. combustibles pour briquets ; thermomètres muraux et baromètres réparation et location d'autres effets personnels";parapluies et parasols pour le jardin ( 05.1.1.2 ) ou pour la plage ( 09.2.2.2 meubles pour bébés ( 05.1.1.1 sacs à provisions ( 05.2.1.9 biberons ( 05.4.0.3 pèse-bébés ( 06.1.2.1 sièges auto pour bébés ( 07.2.1.3 lunettes de protection pour la pratique d'un sport ( 09.2.2.1 sacs à dos pour le camping et les loisirs en plein air ( 09.2.2.2
Articles de voyage, articles pour bébés et autres effets personnels n.c.a. (SD);13.2.9.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.2.9.1;;"articles de voyage et autres supports d'effets personnels : valises, malles, sacs de voyage, attachés-cases, cartables, sacs à main, portefeuilles, porte-monnaie, sac-à-dos pour l’école et le voyage, etc. articles pour bébés : couches (langes) en toutes matières, landaus, poussettes, nacelles, fauteuils inclinables, porte-bébés dorsaux, porte-bébés frontaux, harnais pour bébés, etc. articles pour fumeurs : pipes, briquets, étuis à cigarettes, coupe-cigares, cendriers, dispositifs pour cigarettes électroniques, etc. articles personnels divers : lunettes sans correction, lunettes de soleil, lunettes de protection, parapluies et parasols, éventails, porte-clés, piluliers, bouchons d'oreilles, etc. articles funéraires : cercueils, pierres tombales, urnes, linceuls funéraires, etc. combustibles pour briquets ; thermomètres muraux et baromètres";parapluies et parasols pour le jardin ( 05.1.1.2 ) ou pour la plage ( 09.2.2.2 meubles pour bébés ( 05.1.1.1 pèse-bébés ( 06.1.2.1 sacs à provisions ( 05.2.1.9 biberons ( 05.4.0.3 sièges auto pour bébés ( 07.2.1.3 lunettes de protection pour la pratique d'un sport ( 09.2.2.1 sacs à dos pour le camping et les loisirs en plein air ( 09.2.2.2
Articles de voyage;13.2.9.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/poste/13.2.9.1.1;;articles de voyage et autres supports d'effets personnels : valises, malles, sacs de voyage, attachés-cases, cartables, sacs à main, portefeuilles, porte-monnaie, sac-à-dos pour l’école et le voyage, etc.;sacs à provisions ( 05.2.1.9 sacs à dos pour le camping et les loisirs en plein air ( 09.2.2.2
Articles de puériculture;13.2.9.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/poste/13.2.9.1.2;;articles pour bébés : couches (langes) en toutes matières, landaus, poussettes, nacelles, fauteuils inclinables, porte-bébés dorsaux, porte-bébés frontaux, harnais pour bébés, etc.;meubles pour bébés ( 05.1.1.1 pèse-bébés ( 06.1.2.1 biberons ( 05.4.0.3 sièges auto pour bébés ( 07.2.1.3
Autres effets personnels n.c.a.;13.2.9.1.3;https://www.insee.fr/fr/metadonnees/coicop2018/poste/13.2.9.1.3;;;
Réparation et location d’autres effets personnels (S);13.2.9.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.2.9.2;Le coût des matériaux n'est inclus que si les matériaux ne sont pas facturés séparément.;réparation d’autres effets personnels location d’autres effets personnels;
Protection sociale;13.3;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/13.3;La protection sociale, telle que définie ici, couvre l'assistance non médicale et les services de soutien fournis aux personnes âgées, handicapées, souffrant d'accidents du travail et de maladies professionnelles, survivantes, au chômage, démunies, sans-abri, à faible revenu, autochtones, immigrées, réfugiées, alcooliques et toxicomanes, etc. Elle couvre également les services d'assistance et de soutien fournis aux familles et aux enfants.;;
Protection sociale (S);13.3.0;https://www.insee.fr/fr/metadonnees/coicop2018/classe/13.3.0;;maisons de retraite non médicalisées pour personnes âgées, résidences non médicalisées pour personnes handicapées, centres de réadaptation fournissant un soutien non médical à long terme aux personnes plutôt que des soins de santé et une thérapie de réadaptation, écoles pour personnes handicapées dont l'objectif principal est d'aider les étudiants à surmonter leur handicap aide non médicale au maintien à domicile des personnes âgées et des personnes handicapées (services de nettoyage à domicile, programmes de repas, centres de jour non médicaux, services de garde et services de vacances) garde d'enfants en dehors du domicile, y compris centres périscolaires, crèches, garderies, nourrices, crèches, jardins d'enfants (autres qu'éducatifs), écoles de jeux et autres structures de garde d'enfants;"baby-sitters, etc. ( 05.6.2.1 assistance sociale et autres services de soins sociaux qui sont intégrés dans un ensemble de soins avec les services médicaux doivent être inclus dans la rubrique 06.2.3 si les services médicaux ne nécessitent pas de nuitée et dans la rubrique 06.3.2 s'ils en nécessitent une. Par exemple, services des maisons de convalescence médicales ou des hôpitaux de convalescence ; services des maisons pour personnes âgées avec soins infirmiers ; hospices pour malades hospitalisés ; services des établissements de soins palliatifs pour les malades en phase terminale ; services des maisons de soins infirmiers ; maisons de repos avec soins infirmiers ; services des établissements de soins infirmiers qualifiés ; services des maisons de soins infirmiers pédagogiques ; services des établissements résidentiels pour handicapés mentaux ; établissements de santé mentale et de toxicomanie pour patients chroniques (par exemple, personnes atteintes de démence) ; services des établissements de réadaptation pour alcooliques ou toxicomanes (autres que les hôpitaux agréés) services des maisons de convalescence ou des hôpitaux pour malades mentaux ( 06.3.2.0 jardins d'enfants éducatifs ( 10.1.0.1"
Services de garde d’enfants (S);13.3.0.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.3.0.1;;garde d'enfants en dehors du domicile, y compris centres périscolaires, crèches, garderies, nourrices, crèches, jardins d'enfants (autres qu'éducatifs), écoles de jeux et autres structures de garde d'enfants;baby-sitters, etc. ( 05.6.2.1 jardins d'enfants éducatifs ( 10.1.0.1
Maisons de retraite pour personnes âgées et foyers pour handicapés non-dispensateurs de soins médicaux (S);13.3.0.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/13.3.0.2;de soins médicaux (S);maisons de retraite non médicalisées pour personnes âgées résidences non médicalisées pour personnes handicapées ou inadaptées;"assistance sociale et autres services de soins sociaux qui sont intégrés dans un ensemble de soins avec les services médicaux doivent être inclus dans la rubrique 06.2.3 si les services médicaux ne nécessitent pas de nuitée et dans la rubrique 06.3.2 s'ils en nécessitent une. Par exemple, services des maisons de convalescence médicales ou des hôpitaux de convalescence ; services des maisons pour personnes âgées avec soins infirmiers ; hospices pour malades hospitalisés ; services des établissements de soins palliatifs pour les malades en phase terminale ; services des maisons de soins infirmiers ; maisons de repos avec soins infirmiers ; services des établissements de soins infirmiers qualifiés ; services des maisons de soins infirmiers pédagogiques ; services des établissements résidentiels pour handicapés mentaux ; établissements de santé mentale et de toxicomanie pour patients chroniques (par exemple, personnes atteintes de démence) ; services des établissements de réadaptation pour alcooliques ou toxicomanes (autres que les hôpitaux agréés) services des maisons de convalescence ou des hôpitaux pour malades mentaux ( 06.3.2.0"
